release_date,title,lyrics
2018,Winter Things," It ain't even cold outside, not where I'm from Feeling like it's mid-July under the sun My jacket don't get no love No hats and no gloves Not even a chance to rain But my baby's in town, and we're gonna do some winter things   Hey, yo I wanna pretend we're at the North Pole Turning the heat into an ice cold holiday Made just for me and my baby Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh My baby's in town and we're gonna do some winter things, hey   Take me to the ice-skating rink downtown  Even though it's 100 degrees, gotta get out Ain't no ice or no chills No snowmen to build Most of our friends at the beach But my baby's in town and we're gonna do some winter things   Hey, yo I wanna pretend we're at the North Pole Turning the heat into an ice cold holiday Made just for me and my baby Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh My baby's in town and we're gonna do some winter things, hey   Just imagine that we're laughing In the cabin, chilling by the fireside Even though this sun is blasting We can be wherever if we visualize   Hey, yo I wanna pretend we're at the North Pole Turning the heat into an ice cold holiday Made just for me and my baby Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh My baby's in town and we're gonna do some winter things, hey"
2018,Piano," Oh-oh-oh-oh Oh-oh-oh-oh Here we go   I could write a song with my new piano I could sing about how love is a losing battle Not hard  It's not hard  It's not hard  It's not hard  And I could sing about Cupid and his shooting arrow In the end, you'd find out that my heart was battered Real hard  It's so hard  Real hard  It's that hard    But I'd rather make a song they can play on the radio That makes you wanna dance Don't it make you wanna dance? But I'd rather make a song they can play on the radio That makes you wanna grab your lover's hand   So hold up and take it through the night And you should follow through to make it alright Now grab each others' hands, get ‘em up I wanna see you rock to the piano, the piano, oh   I could write a song by my new piano I could sing about how love is a losing battle Not hard  It's not hard  It's not hard  It's not hard  And I could sing about Cupid and his shooting arrow In the end, you'll find out that my heart was battered Real hard  So hard  Real hard  It's that hard    But I'd rather make a song they can play on the radio That makes you wanna dance Don't it make you wanna dance? But I'd rather make a song they can play on the radio That makes you wanna grab your lover's hand   So hold up and take it through the night And you should follow through to make it alright Now grab each others' hands, get ‘em up I wanna see you rock to the piano, the piano So hold up and take it through the night And you should follow through to make it alright Now grab each others' hands, get ‘em up I wanna see you rock to the piano, the piano   I'd rather tell you about how I'm feeling, boy And how I'm doing things my way If I got my piano, then I'm gon' be okay, baby   So hold up and take it through the night And you should follow through to make it alright Now grab each others' hands, get ‘em up I want to see you rock to the piano, the piano So hold up and take it through the night And you should follow through to make it alright Now grab each others' hands, get ‘em up I want to see you rock to the piano, the piano So hold up and take it through the night And you should follow through to make it alright Now grab each others' hands, get ‘em up I want to see you rock to the piano, the piano   I could write a song by my new piano I could sing about how love is a losing battle It's not hard  It's not hard  It's not hard  It's not hard"
2018,Intro (C&C)," Welcome to this Christmas Only comes one time a year, don't miss this I just wanna welcome you to Christmas Let me sneak into your speakers, listen I'll be singing, ""Oh, oh, oh, oh"" I'll be singing, ""Oh, oh, oh, oh"""
2018,Santa Baby," Santa baby, slip a Sable under the tree for me  I've been an awful good girl Santa baby, so hurry down the chimney tonight   Santa baby, a '54 convertible too, light blue I'll wait up for you dear Santa baby, and hurry down the chimney tonight   Think of all the fun I've missed Think of all the fellas that I haven't kissed *kiss* Next year I could be just as good If you check off my Christmas list   Santa baby, I want a yacht and really that's not a lie I've been an angel all year Santa baby, so hurry down the chimney tonight   Santa honey, the one little thing I really need The deed to a platinum mine Santa honey, so hurry down the chimney tonight   Come and trim my Christmas tree With some decorations bought at Tiffany's I really do believe in you Let's see if you believe in me   Santa baby, forgot to mention one little thing, a ring And I don't mean on the phone Santa baby, and hurry down the chimney tonight So hurry down the chimney tonight   Waiting Hurry, tonight Hurry down the chimney tonight"
2018,You Don’t Know Me," Center of attention once again They don't understand They don't understand, no Then they try to tell me who I am But they don't understand They don't understand, no   You want a perfect picture to believe in? Then you can't be looking for me then   I don't need to live by your rules  Until you've walked a mile in my shoes  And I know, I know, I know you don't like it You don't, you don't, you don't know where I've been It's my life, so truth be told I see you thinking but there's just one thing dear You think you know, but you don't have no idea Think you know me, but there's more to see, my love   The same arguments time and time again And you watch them all happen But they don't understand, no Thinking you're the reason that it ends And he won't be back again But they don't understand, no   You want a perfect picture to believe in? Then you can't be looking for me then   I don't need to live by your rules  Until you've walked a mile in my shoes  And I know, I know, I know you don't like it You don't, you don't, you don't know where I've been It's my life, so truth be told You don't know me   The girl you see in photographs is only a part of the one I am Don't judge me 'Cause that's not reality And all I can be is in love with who I'm becoming   Think you know me, but there's more to see, my love You think you know, but you don't have no idea   I don't need to live by your rules  Until you've walked a mile in my shoes  And I know, I know, I know you don't like it You don't, you don't, you don't know where I've been It's my life, so truth be told I see you thinking, you don't know me I don't need to live by your rules  Until you've walked a mile in my shoes  And I know, I know, I know you don't like it You don't, you don't, you don't know where I've been It's my life, so truth be told I see you thinking, but there is just one thing my dear You think you know, but you don't have no idea Think you know me, but there's more to see, my love   My love"
2018,Lovin’ It," It's The Rascals! Baby, don’t you know you’ve got all my love, all my love? Baby, don’t you know you’ve got all my love, all my love?   Hold up, wait Before you go, just stay And talk to me for a little Baby, won't you loosen up just a little, eh?   See, what you don’t understand Is falling in love wasn’t part of my plan Started with a crush, now I call you my man Doubt that I’ll ever fall in love, ever fall in love again 'Cause you give me chills every time we chill I spend all of my days doing, doing   Nothing but lovin' you Nothing but lovin' you, baby Boy, you got all my time I’m lovin' your loving I’m lovin', I’m lovin' you, baby Boy you got all my, all my love and affection, all my attention You don’t gotta question if I’m really loving your lovin' I’m lovin', I’m lovin' you, baby Boy, you got all my, all my   Hold up, wait Shut up and kiss me, babe I just wanna get a little taste I just wanna get a little taste before you go   See, what you don’t understand Is falling in love wasn’t part of my plan Started with a crush, now I call you my man Doubt that I’ll ever fall in love, ever fall in love again 'Cause you give me chills every time we chill I spend all of my days doing, doing   Nothing but lovin' you Nothing but lovin' you, baby Boy, you got all my time I’m lovin' your loving I’m lovin', I’m lovin' you, baby Boy you got all my, all my love and affection, all my attention You don’t gotta question if I’m really loving your lovin' I’m lovin', I’m lovin' you, baby Boy, you got all my, all my   Time and my trust Don't mess this up You got me fallin' in love You got me fallin' in love You got me fallin' so hard Boy, you change the way I breathe When you put your lips on me I adore you So let me make it clear to you, that boy, you’re all I need My baby   Nothing but lovin' you Nothing but lovin' you, baby Boy, you got all my time I’m lovin' your loving I’m lovin', I’m lovin' you, baby Boy you got all my, all my love and affection, all my attention You don’t gotta question if I’m really loving your lovin' I’m lovin', I’m lovin' you, baby Boy, you got all my, all my   Baby, don’t you know you’ve got all my love, all my love? Baby, don’t you know you’ve got all my love, all my love?"
2018,Better Left Unsaid," I told you once, ""Get out my life I don't need ya, I'll be alright"" But some things are better left unsaid To tell the truth, it hit me hard A broken heart is all I have now But some things are better left unsaid   And I swore that I would never say ""I miss you more every day"" But some things are better left unsaid Are better left unsaid, said, said   Oh, I'm gonna say things like ""Shut up and kiss me"" Oh, tonight I'm gonna lose some things Don't play me, just kiss me If you wanna party, put your hands up Put your hands up, put your hands up Don't play me, just kiss me Oh, tonight I'll say things Don't play me, just kiss me, babe   I could tell a lie Blame tonight Too many drinks So many reasons that some things are better left unsaid   And I swore that I would never say ""I miss you more every day"" But some things are better left unsaid Are better left unsaid, said, said   Oh, I'm gonna say things like ""Shut up and kiss me"" Oh, tonight I'm gonna lose some things Don't play me, just kiss me If you wanna party, put your hands up Put your hands up, put your hands up Don't play me, just kiss me Oh, tonight I'll say things Don't play me, just kiss me, babe If you wanna party, put your hands up Put your hands up, put your hands up Don't play me, just kiss me Oh, tonight I'll say things Don't play me, just kiss me, babe   If you wanna party, put your hands up Put your hands up, put your hands up If you wanna party, put your hands up Put your hands up, put your hands up   I could tell a lie Blame tonight Too many drinks So many reasons that some things are better left unsaid"
2018,Baby Loves (Intro)," Baby loves, I'm tryna to talk to you There's a boy and I don't quite know what to do Good things come to those who wait But patience ain't my thing The way he holds me shows me he's the one For sure the one Think I'd rather wait for him, forever Instead of having him, just for now At night, just when I look up at the moon I wonder if he's lookin' at it too And I don't know what to do"
2018,Into You (Alex Ghenea Remix)," I'm so into you, I can barely breathe And all I wanna do is to fall in deep But close ain't close enough 'til we cross the line, hey, yeah So name a game to play, and I'll roll the dice, hey   Oh baby, look what you started The temperature's rising in here Is this gonna happen? Been waiting and waiting for you to make a move Before I make a move   So baby, come light me up and maybe I'll let you on it A little bit dangerous, but baby, that's how I want it A little less conversation, and a little more touch my body 'Cause I'm so into you, into you, into you Got everyone watchin' us, so baby, let's keep it secret A little bit scandalous, but baby, don’t let them see it A little less conversation and a little more touch my body 'Cause I'm so into you, into you-   Baby, this a microphone checkup What you getting into when you get up? When I wake up early, I'ma text ya Heard you got a man Baby, I could do it better And it really ain't the plan I just want you to remember How it was, how it is, how it could be You could pull me in, you could push me Or we can go for a ride, you the sky Looking up, you a high You ain't never gotta lie Cause it's more than just pussy For the night, everything's alright When you lay down, I'ma hit the lights  And what's a life if you don't got me? Give you what you want, what you need  Hit me up when you're feeling blue And I'll tell how I'm feeling too, so you know I just want to get into you Right here in the living room Let's go   So baby, come light me up and maybe I'll let you on it A little bit dangerous, but baby, that's how I want it A little less conversation, and a little more touch my body 'Cause I'm so into you, into you, into you Got everyone watchin' us, so baby, let's keep it secret A little bit scandalous, but baby, don’t let them see it A little less conversation and a little more touch my body 'Cause I'm so into you, into you, into you, oh yeah   Tell me what you came here for 'Cause I can't, I can't wait no more I'm on the edge with no control And I need, I need you to know You to know, oh   So baby, come light me up and maybe I'll let you on it A little bit dangerous, but baby, that's how I want it A little less conversation, and a little more touch my body 'Cause I'm so into you, into you, into you Got everyone watchin' us, so baby, let's keep it secret A little bit scandalous, but baby, don’t let them see it A little less conversation and a little more touch my body 'Cause I'm so into you, into you, into you, oh yeah   So come light me up So come light me up, my baby A little dangerous A little dangerous, my baby A little less conversation, and a little more touch my body 'Cause I'm so into you, into you, into you"
2018,Not Just On Christmas," I'll love you till I die, boy Every day of my life I celebrate you, baby I adore you, not just on Christmas   Wanna show you in so many ways 365 days I'll give you all my presents, boy I'm for you, not just on Christmas   Baby, whether rain or shine Naughty or nice I'm by your side Ooh, ooh Ooh, ah Ah   I'll love you till I die, boy Every day of my life I celebrate you, baby I adore you, not just on Christmas   Baby, whether rain or shine Naughty or nice I'm by your side Ooh, ooh Ooh, ah Ah"
2018,Ridiculous," Blaq Tuxedo La la, la-la, la-la, la La-la, la-dee-da   This love that I'm feeling Is not like another feeling, I know I can't explain it, oh This love that you give me Is making me feel things I don't know, know, know Boy, you make me feel so good It's so special, special to me So good You're the element I needed, hey No silver or gold can make me let you go You take my breath away It's like you cast a spell on me    This is ridiculous This is ridiculous This is ridiculous This is ridiculous   If I go a day without you I know you're thinking of me Wondering what I'm doing Wondering what I'm thinking I want you all to myself Don't want nobody else Boy, you know you're my baby, baby All I see is you, standing right there Looking so sexy, baby, hey Now you got me feeling, feeling, feeling Like loving on you, and touching you I'ma seduce you, baby, baby It's like you cast a spell on me    This is ridiculous This is ridiculous This is ridiculous This is ridiculous   I love you, you love me We should be together Ridiculous Boy, boy, boy Boy, don't you know you're a star? Hope you don't wreck my heart   This is ridiculous This is ri-, this is ri— This, this This is ridiculous This is ri-, this is ri- Thi-thi-thi-thi, this is ri— Di-di, di-di Di-di, di-di This is ri— Di-di, di-di This is ridiculous"
2018,Last Christmas," I hate that I remember I wish I could forget what you did last December You left my heart a mess Boy, you blew it How could you do it, do it? Oh, yeah   Last Christmas, I gave you my heart But the very next day you gave it away This year to save me from tears, I'll give it to someone special Last Christmas, I gave you my heart But the very next day you gave it away This year to save me from tears, I'll give it to someone special   Thought we belong together At least that's what you said I should have known better You broke my heart again Boy, you blew it How could you do it, do it? Oh, yeah   Last Christmas, I gave you my heart But the very next day you gave it away This year to save me from tears, I'll give it to someone special Last Christmas, I gave you my heart But the very next day you gave it away This year to save me from tears, I'll give it to someone special   How could you leave Christmas morning? You broke my heart with no warning Boy, you blew it How could you do it, do it? Oh, yeah   Last Christmas, I gave you my heart But the very next day you gave it away This year to save me from tears, I'll give it to someone special Last Christmas, I gave you my heart But the very next day you gave it away This year to save me from tears, I'll give it to someone special   This is our last, last Christmas You broke my heart Last, last Christmas You broke my heart This year to save me from tears, I'll give it to someone special I hate that I remember I wish I could forget what you did last December You left my heart a mess You blew it You do it, do it?"
2018,Intro," Hmm-hmm-hmm-mmm, ohh Dum-dum-dum, ooh Dum-dum-dum-dum-dum, ooh-ooh   I'll give you all I have And nothing less, I promise Love me and don't look back I want you with me on this road to the sky We'll be shining every night, I promise you Just me and you Oh, I promise you"
2018,Snow In California," Dear Santa, it's me, Ariana I know it's been awhile but I really need your help this year Let me make this clear See I, I really love him and it's been kinda tough Cause he's only in town for the holidays Tomorrow he's flying away, away from me   I don't need another gift, I just have one wish This year can you...   Just make it snow in California? I'll even settle for rain Don't want him to go tomorrow morning Give me something to make him stay Wrapped in his arms by the fireplace will be the perfect gift Let it snow, let it snow, let it snow, let it snow in California   Dear Santa, what happened to the plan we had? I checked the news and it said it'd be a sunny day Make it go away See I, I really need him to stay for a couple more days Can't you make his five o'clock flight delay? Won't you find a way?   I don't need another gift, I just have one wish, oh yeah This year can you...   Just make it snow in California? I'll even settle for rain Don't want him to go tomorrow morning Give me something to make him stay Wrapped in his arms by the fireplace will be the perfect gift Let it snow, let it snow, let it snow, let it snow in California   I know I'm asking for the impossible, but I believe in miracles I need my baby right here with me, so please, please   Just make it snow in California? I'll even settle for rain Don't want him to go tomorrow morning Give me something to make him stay Wrapped in his arms by the fireplace will be the perfect gift Let it snow, let it snow, let it snow, let it snow in California"
2018,​reMeMber,"Lyrics from Snippet   As I'm starin' up at the moon I'm still lovin' you My moon, stars, and..."
2018,Too Close," I want you  I want you    You know what I want I know what you don't I should be the one you love on Boy, you got my mind playing truth or dare Daring me kiss you right here   But we've been friends so long And it seems so wrong And everyone can see you're perfect for me But I just can't let it show I-woah-woah-woah   I've been thinking about you Boy, it's killing me, and I got to let you know Baby, tell me, do you feel it like I do? 'Cause we both know what could go down if we got too close Oh, boy if we get too close Oh, I-I'm down if we get too close   Remember that girl that you used to date? She with my ex-boyfriend, that's great So, what would you do? What would you say if I said I loved you that way?   But we've been friends so long And it seems so wrong And everyone can see you're perfect for me But I just can't let it show, oh   I've been thinking about you Boy, it's killing me and I got to let you know Baby, tell me, do you feel it like I do? 'Cause we both know what could go down if we got too close Oh, boy if we get too close Oh, I-I'm down if we get too close   All my ladies, all my ladies All my ladies, all my ladies, make noise All my ladies, all my ladies All my ladies, all my ladies, make noise All my ladies, all my ladies All my ladies, all my ladies, make noise All my ladies, all my ladies All my ladies, all my ladies, make noise   But I just can't let it show, oh   I've been thinking about you Boy, it's killing me and I got to let you know Baby, tell me, do you feel it like I do? 'Cause we both know what could go down if we got too close Oh, boy if we get too close Oh, I-I'm down if we get too close Oh, boy if we get too close Oh, I-I'm down if we get too close Oh, I want you, oh, I want you, oh, I want you"
2018,Pink Champagne," Every day I'm grinding I don't even get a weekend I've been living my life in black and white, no sleeping So tonight we're gonna flip it Like in a New York minute We're gonna hail a cab and don't look back once we get in it   Lemme hear you say, ooh, ooh Can't keep it bottled up Lemme hear you say, ooh, ooh Can't keep it bottled up   Make it pop, like pink champagne in the purple rain We're gonna paint, paint, paint the city We're gonna show off all our pretty Pretty, in a pink champagne Let 'em know our names Screaming so loud, they'll hear us in L.A We're popping, like pink champagne  Popping, like pink champagne  Popping, like pink champagne   Make it pop like, make it pop like Make it pop like, make it pop like, make it pop like   We don't need no guest list, everybody's invited I'm saying, ""Even if you can't get in, we'll dance outside it"" We're gonna make this bubble We'll carbonate some trouble When the line gets flat, gotta take it back to another level   Lemme hear you say, ooh, ooh Can't keep it bottled up Lemme hear you say, ooh, ooh Can't keep it bottled up   Make it pop, like pink champagne in the purple rain We're gonna paint, paint, paint the city We're gonna show off all our pretty Pretty, in a pink champagne Let 'em know our names Screaming so loud, they'll hear us in L.A We're popping, like pink champagne  Popping, like pink champagne  Popping, like pink champagne   Make it pop like, make it pop like Make it pop like, make it pop like, make it pop like   Make it pop like, make it pop like Champagne...   Make it pop, like pink champagne in the purple rain We're gonna paint, paint, paint the city We're gonna show off all our pretty Pretty, in a pink champagne Let 'em know our names Screaming so loud, they'll hear us in L.A We're popping, like pink champagne  Popping, like pink champagne  We're popping, like pink champagne Pink champagne in the purple rain We're gonna paint, paint, paint the city We're gonna show off all our pretty Pretty, in a pink champagne Let 'em know our names Screaming so loud, they'll hear us in L.A We're popping, like pink champagne  Popping, like pink champagne  We're popping, like pink champagne"
2018,Cadillac Song," Riding 'round in my Cadillac Thinking 'bout the day that I first saw you Nothing compares to what we had, and baby that won't change I want you, babe I still want you, baby I still want you   Summer days with my honey Worried 'bout not a thing Back in the day when things were easier than a breeze Who knew that kiss was the last one? I never thought we would change Baby, I'm missing you   Oh, we shoulda been forever but we fell apart Might have separated, but you took my heart Always knew I wasn't really over us Sometimes I catch myself   Riding 'round in my Cadillac Thinking 'bout the day that I first saw you Nothing compares to what we had, and baby that won't change I want you, babe I still want you, baby I still want you   Memories last forever, so how could I just forget? Made everything from nothing 'cause time was all we spent   Oh, we shoulda been forever but we fell apart Might have separated but you took my heart Always knew I wasn't really over us Sometimes I catch myself   Riding 'round in my Cadillac Thinking 'bout the day that I first saw you Nothing compares to what we had, and baby that won't change I want you, babe I still want you, baby I still want you"
2018,Nobody Does It Better," So what we gon' do? So what you gon' do? So what we gon' do? So what you gon' do?   You said you'd never forget her And she said she could change your life It happened on the day you met her A love at first sight made you blind   But I warned you she wasn't who she claimed to be And no one could love you like me   Cause nobody does it better I know you're sittin' at home cryin' cause you miss me Nobody does it better You must be out of your mind, boy, what was you thinkin'? Yeah nobody does it   No one, no one No-no-nobody does it No one, no one No-no-nobody does it better   Don't throw your heart out in a letter Cause I already read your mind You know you missed out on forever And settled for a waste of time   But I warned you she wasn't who she claimed to be And no one could love you like me   Cause nobody does it better I know you're sittin' at home cryin' cause you miss me Nobody does it better You must be out of your mind, boy, what was you thinkin'? Yeah nobody does it   No one, no one No-no-nobody does it No one, no one No-no-nobody does it better     But I warned you she wasn't who she claimed to be And no one could love you like me   Cause nobody does it better I know you're sittin' at home cryin' cause you miss me Nobody does it better You must be out of your mind, boy, what was you thinkin'? Yeah nobody does it    No one, no one No-no-nobody does it No one, no one No-no-nobody does it better   So what we gon' do? No-no-nobody does it So what you gon' do? So what we gon' do? No-no-nobody does it better So what you gon' do? No-no-nobody does it better No-no-nobody does it better"
2018,The Way (Spanglish Version),""" ft. Mac Miller]   I love the way you make me feel I love it, I love it Tú eres todo para mí Te amo, I love it   Say, I’m thinking ’bout her every second, every hour Do my singing in the shower Picking petals off the flowers like Do she love me, do she love me not? I ain’t a player, I just— You give me that kinda something Want it all the time, need it every day On a scale of one to ten, I’m at 100 Never get enough, I can’t stay away   If you want, I got it, I got it every day You can get whatever you need from me Stay by your side, I’ll never leave you And I ain’t going nowhere cause you’re a keeper   So don't you worry, te necesito I got a bad boy, must admit it You got my heart, don’t know how you did it And I don't care who sees it, babe I don't want to hide the way I feel when you're next to me I love the way you make me feel I love the way  No sé vivir , oh, no sé vivir  The way I love you   Oh, estoy loca No, no, no, no puedo ya dejarte de pensar Y tú me llevas hasta el cielo  Con tu modo de hablar Dame un beso, mi amor, y acaríciame Llévame al cielo, enamórame Baby, yo quiero  No te vayas, escucha lo que digo   So don't you worry, te necesito I got a bad boy, must admit it You got my heart, don’t know how you did it And I don't care who sees it, babe I don't want to hide the way I feel when you're next to me I love the way you make me feel I love the way  No sé vivir , oh, no sé vivir  No sé vivir, no   Uh, I make it feel so fine, I make it feel so fine I hope you hit me on my celly when I sneak in your mind You’re a princess to the public, but a freak when it’s time Said your bed be feeling lonely, so you’re sleeping in mine You come and watch a movie with me “American Beauty” or “Bruce Almighty” that groovy Just come and move closer to me I got some feelings for you, I’m not gon’ get bored of But baby you’re an adventure so let me come and explore ya   So don't you worry, te necesito I got a bad boy, must admit it You got my heart, don’t know how you did it And I don't care who sees it, babe I don't wanna hide the way I feel when you're next to me I love the way  I love the way I love the way I love the way  No sé vivir , oh, no sé vivir  I love the way  I love the way  No sé vivir , oh, no sé vivir  The way I love you   The way I love you, you, you, yeah, the way I love the way you make me feel  I love the way you make me feel , no sé vivir The way I love you"
2018,Put Your Hearts Up," Let me see you put your hearts up, yeah Let me see you put your hearts up, yeah If we give a little bit of love maybe we can change the world   You think you're so small like you're itty-bitty Just one match in the lights of the city Walking up to strangers on the side of the street, like A quarter in a cup will get the up on their feet, like You think you're never gonna make your mark Sit back and watch the world while it falls apart, like Out of sight, out of mind, like Like it's just a waste of time, like, like, like   Hey yeah yeah yeah yeah Hey yeah yeah If we give a little love maybe we can change the world I said Hey yeah yeah yeah yeah Hey yeah yeah Sing it if you're with me All you boys and all you girls Let me see you put your hearts up, yeah Let me see you put your hearts up, yeah If we give a little love maybe we can change the world   Wishing on a shooting star in the sky We can do anything if we try Can't resurrect Ghandi, resurrect King But if put our heads together we can do anything Like, you don't have to be a billionaire You don't have to have much to show to show much care Like give a wink, give a kiss Like give a little happiness, like, like, like   Hey yeah yeah yeah yeah Hey yeah yeah If we give a little love maybe we can change the world I said Hey yeah yeah yeah yeah Hey yeah yeah Sing it if you're with me All you boys and all you girls Let me see you put your hearts up, yeah Let me see you put your hearts up, yeah If we give a little love maybe we can change the world   Don't let it bring you down now, down now Don't let it bring you down now, down now Ain't got nothing but love now, love now Ain't got nothing but love now, love now Don't let it bring you down now, down now Don't let it bring you down, down now Ain't got nothing but love now, love now Ain't got nothing but love now, love now   Hey yeah yeah yeah yeah Hey yeah yeah If we give a little love maybe we can change the world I said Hey yeah yeah yeah yeah Hey yeah yeah Sing it if you're with me All you boys and all you girls Let me see you put your hearts up, yeah Let me see you put your hearts up, yeah If we give a little love maybe we can change the world   Let me see you put your hearts up, yeah Let me see you put your hearts up, yeah If we give a little bit of love maybe we can change the world"
2018,Somewhere Over the Rainbow (Live From Manchester)," Somewhere over the rainbow Way up high There's a land that I heard of Once in a lullaby   Somewhere over the rainbow Skies are blue And the dreams that you dared to dream Really do come true   Someday I'll wish upon a star And wake up where the clouds are far behind me Where trouble melts like lemon drops Way above the chimney tops That's where you'll find me   Oh, somewhere over the rainbow Bluebirds fly Birds fly over the rainbow Why, then oh why, can't I   Someday I'll wish upon a star And wake up where the clouds are far behind me Where trouble melts like lemon drops Way above the chimney tops That's where you'll find me   Oh, somewhere over the rainbow Bluebirds fly Birds fly over the rainbow Why, then oh why, can't I   If happy little bluebirds fly Beyond the rainbow why Oh why can't I"
2018,Bad to You (Demo),"   Tell me why are you only good to me When I'm bad to you? Why are you only?   Stopped, thinking like a victim Climbed out the bodybag Now I'm on the attack Caught you dreaming"
2018,Zero to Hero (From ”Hercules”)," Hercules Hercules   Bless my soul Herc was on a roll Person of the week in every Greek opinion poll What a pro Herc could stop a show Point him at a monster and you're talking S.R.O He was a no one  Now he's a honcho  Here was a kid with his act down pat From zero to hero in no time flat Zero to hero, just like that   When he smiled, the girls went wild with  And they slapped his face on every vase, on every ""vahse"" From appearance fees and royalties Our Herc had cash to burn Now nouveau riche and famous He could tell you What's a Grecian urn?   Say amen, there he goes again Sweet and undefeated and an awesome 10 for 10 Folks lined up just to watch him flex And this perfect package Packed a pair of pretty pecs Hercie, he comes, he sees, he conquers Honey, the crowds were going bonkers He showed the moxie brains and spunk From zero to hero, major hunk Zero to hero and who'da thunk?   Who put the glad in gladiator?  Whose daring deeds are great theatre?  Is he bold? Is he sweet? My favorite flavor!   Hercules, Hercules Hercules, Hercules Her-, her-  Bless my soul Herc was on a roll Undefeated Riding high,  Not conceited He was a no one  Now he's a honcho  He hit the heights at breakneck speed From zero to hero Herc is a hero Now he's a hero Yes, indeed"
2018,Hope Is The Song, Where do you turn? When there’s no one to turn to? When it's so hard to cope How can you start to make a change? Maybe learn to What do you need?    Hope is the song When the world is a menace Hope is an open door Maybe getting back up again is What falls are for
2018,My Way,"Lyrics From Snippet    We the best, boy, you better keep one or think twice Notice I'm the best one to keep by Guess I shouldn't stay so—   You say I learn the lessons on the hard way It take every ounce of effort just to parley Boy, it's always in my favor, it go my way, my way"
2018,Boyfriend Material," Hoo-ah, hoo-ah, hoo-ah  Hoo-ah, hoo-ah, hoo-ah  Hoo-ah, hoo-ah, hoo-ah   Now I've been looking for someone Tryna find a right boy to wear on my arm I must admit it , it's simply fitting  You were like a cut above the rest, that's why you're winning    Every night when I close my eyes , I can see you, my perfect type  And I never really thought my dreams would come true Until I laid eyes on you, cause you know you are   Boyfriend material, boyfriend material That's what you're made of, it's written on your label Boyfriend material, m-m-material Want everyone to know you're my Boyfriend material, boyfriend material  Boyfriend material, m-m-material Want everyone to know   That you and your perfect smile Are both timeless and never going out of style For so many reasons you got it together When I'm catching feelings, you make me look better     Every night when I close my eyes, I can see you, my perfect type And I never really thought my dreams would come true Until I laid eyes on you, cause you know you are   Boyfriend material, boyfriend material That's what you're made of, it's written on your label Boyfriend material, m-m-material Want everyone to know you're my  Boyfriend material, boyfriend material  Boyfriend material, m-m-material Want everyone to know    It's all the little things that you do makes me want to sing, yeah, yeah  By the way you're talking to me I can tell you've been listening to everything And maybe it's the butterflies I get every time I hear your ringtone  And maybe it's cause every single text, boy, I told myself you are the one, boyfriend material  Hoo-ah, hoo-ah, hoo-ah Boyfriend material  Da-da-da-da Da Hoo-ah, hoo-ah, hoo-ah  Hoo-ah, hoo-ah, hoo-ah    Boyfriend material, boyfriend material That's what you're made of, it's written on your label Boyfriend material , m-m-material  Want everyone to know you're my Boyfriend material , boyfriend material That's what you're made of, it's written on your label Boyfriend material, m-m-material Want everyone to know you're my Boyfriend material  Boyfriend material  Boyfriend material, m-m-material, want everyone to know   Hoo-ah, Hoo-ah, Hoo-ah  Da da da da, da da da da, da da da da (Hoo-ah, Hoo-ah, Hoo-ah Hoo-ah, Hoo-ah, Hoo-ah)"
2018,The Way (Fabolous Remix)," I love the way, you make me feel I love it, I love it I love the way, you make me feel I love it, I love it   Yeah This chick got me feelin' some type of way If men are dogs then I guess I be the type to stay Feelin's grow over time Diamonds go over time So we gotta stop playing, no over time   You give me that kinda something Want it all the time, need it every day On a scale of one to ten I’m at 100 Never get enough, I can’t stay away   If you want, I got it, I got it every day You can get whatever you need from me Stay by your side, I’ll never leave you And I ain’t going nowhere cause you’re a keeper   So don’t you worry, baby you got me I got a bad boy, must admit it You got my heart, don’t know how you did it And I don’t care who sees it, babe I don’t wanna hide the way I feel when you're next to me I love the way you make me feel I love the way  Baby I love the way you make me feel I love the way, the way you love   Oh, so crazy you get my heart jumping When you put your lips on mine And honey it ain’t a question,  Cause boy I know just what you like   So If you need it, I got it, I got it everyday Be your lover, your friend, you’ll find it all in me Stay by your side, I’ll never leave you And I ain’t going nowhere cause you’re a keeper   So don’t you worry, baby you got me I got a bad boy, must admit it You got my heart, don’t know how you did it And I don’t care who sees it, babe I don’t wanna hide the way I feel when you're next to me I love the way you make me feel I love the way  Baby I love the way you make me feel I love the way, the way you love   Looking good feeling better Picture us still together Haters see the shine Want a jack it like chilly weather But we ain't worry about nothin' we ain't worry about nothin' I know you gonna ride like that car parked out front Boy don't even talk about stuntin' She walk out when she want Bought them red bottoms 'cuz she ain't walked out once And I love the way you make me feel My thirsty ex get no refill   So don’t you worry, baby you got me I got it bad boy, must admit it You got my heart, don’t know how you did it And I don’t care this is it babe I don’t want another way to feel you next to me I love the way you make me feel I love the way  I love the way Baby I love the way you make me feel I love the way, the way I love you The way I love you The way I love you The way I love you uh, uh uh yeah I love the way you make me feel I love it, I love it I love the way you make me feel I love it, I love it The way I love you"
